age_range,date,positive_cases,deaths,Dosis1,Dosis2,Dosis3
30-39,2021-12-07,399.0,2.0,4834,5474,1838
30-39,2021-12-08,243.0,3.0,4868,6428,1444
30-39,2021-12-08,243.0,3.0,3766,4548,1082
30-39,2021-12-09,407.0,0.0,7588,9980,2104
30-39,2021-12-09,407.0,0.0,6042,7322,1525
30-39,2021-12-10,390.0,0.0,13619,15537,2196
30-39,2021-12-10,390.0,0.0,10665,11189,1658
30-39,2021-12-11,378.0,3.0,16329,19098,2001
30-39,2021-12-11,378.0,3.0,12622,13770,1591
30-39,2021-12-12,212.0,1.0,11831,15533,1210
30-39,2021-12-12,212.0,1.0,9147,11408,970
30-39,2021-12-13,399.0,1.0,13085,13793,1652
30-39,2021-12-13,399.0,1.0,10154,9600,1236
30-39,2021-12-14,399.0,1.0,12490,14312,1916
30-39,2021-12-14,399.0,1.0,10191,10581,1350
30-39,2021-12-15,442.0,0.0,10974,13421,1407
30-39,2021-12-15,442.0,0.0,8918,9853,1149
30-39,2021-12-16,475.0,1.0,7944,10279,1233
30-39,2021-12-16,475.0,1.0,6537,7840,999
30-39,2021-12-17,468.0,1.0,7790,10037,1168
30-39,2021-12-17,468.0,1.0,6272,7536,958
30-39,2021-12-18,373.0,1.0,7016,9939,1046
30-39,2021-12-18,373.0,1.0,5527,7442,887
30-39,2021-12-19,202.0,1.0,4638,7951,903
30-39,2021-12-19,202.0,1.0,3732,6031,754
30-39,2021-12-20,458.0,2.0,5734,7947,2770
30-39,2021-12-20,458.0,2.0,4587,6085,7424
30-39,2021-12-21,491.0,1.0,5125,7479,5430
30-39,2021-12-21,491.0,1.0,3931,5930,16353
30-39,2021-12-22,475.0,2.0,4075,6942,5461
30-39,2021-12-22,475.0,2.0,3407,5537,16109
30-39,2021-12-23,547.0,0.0,3426,6205,4243
30-39,2021-12-23,547.0,0.0,2727,4946,11365
30-39,2021-12-24,533.0,1.0,1267,2416,1593
30-39,2021-12-24,533.0,1.0,1028,1920,3769
30-39,2021-12-25,251.0,2.0,346,532,1282
30-39,2021-12-25,251.0,2.0,262,478,2200
30-39,2021-12-26,320.0,0.0,1578,4263,9400
30-39,2021-12-26,320.0,0.0,1314,3239,11971
30-39,2021-12-27,906.0,1.0,3709,8136,13031
30-39,2021-12-27,906.0,1.0,2778,6370,17943
30-39,2021-12-28,1133.0,3.0,3777,8319,14581
30-39,2021-12-28,1133.0,3.0,2977,6294,20168
30-39,2021-12-29,1149.0,1.0,3485,7038,13532
30-39,2021-12-29,1149.0,1.0,2776,5557,18057
30-39,2021-12-30,1387.0,1.0,2970,6302,9995
30-39,2021-12-30,1387.0,1.0,2440,4955,13320
30-39,2021-12-31,1039.0,1.0,986,2571,2348
30-39,2021-12-31,1039.0,1.0,828,2143,3257
30-39,2022-01-01,569.0,4.0,159,417,1246
30-39,2022-01-01,569.0,4.0,161,368,1463
30-39,2022-01-02,826.0,4.0,839,3342,7199
30-39,2022-01-02,826.0,4.0,637,2569,8256
30-39,2022-01-03,2550.0,3.0,2756,8098,14101
30-39,2022-01-03,2550.0,3.0,2099,6523,16141
30-39,2022-01-04,3335.0,3.0,2863,8635,16006
30-39,2022-01-04,3335.0,3.0,2234,6976,18550
30-39,2022-01-05,4105.0,3.0,3110,8470,19731
30-39,2022-01-05,4105.0,3.0,2506,6893,23279
30-39,2022-01-06,5387.0,1.0,3127,7910,21356
30-39,2022-01-06,5387.0,1.0,2412,6370,24364
30-39,2022-01-07,5160.0,0.0,2941,7863,22834
30-39,2022-01-07,5160.0,0.0,2272,6257,24887
30-39,2022-01-08,6064.0,4.0,2634,7140,26379
30-39,2022-01-08,6064.0,4.0,2153,5746,28535
30-39,2022-01-09,2966.0,2.0,1683,4481,16625
30-39,2022-01-09,2966.0,2.0,1380,3522,16654
30-39,2022-01-10,9269.0,1.0,2853,7276,19869
30-39,2022-01-10,9269.0,1.0,2340,5749,20868
30-39,2022-01-11,9277.0,3.0,2387,6390,19457
30-39,2022-01-11,9277.0,3.0,2035,5056,20483
30-39,2022-01-12,11879.0,5.0,2505,6115,17973
30-39,2022-01-12,11879.0,5.0,1963,4733,19051
30-39,2022-01-13,12947.0,0.0,2308,5403,15930
30-39,2022-01-13,12947.0,0.0,1746,4431,17280
30-39,2022-01-14,13780.0,5.0,2031,4794,16261
30-39,2022-01-14,13780.0,5.0,1661,3799,16434
30-39,2022-01-15,11840.0,6.0,1625,3681,18297
30-39,2022-01-15,11840.0,6.0,1431,2810,17931
30-39,2022-01-16,4916.0,3.0,998,2383,10400
30-39,2022-01-16,4916.0,3.0,845,1887,10036
30-39,2022-01-17,15765.0,0.0,1891,4260,12271
30-39,2022-01-17,15765.0,0.0,1441,3306,12364
30-39,2022-01-18,14424.0,5.0,1443,3550,11729
30-39,2022-01-18,14424.0,5.0,1193,2748,11418
30-39,2022-01-19,15286.0,9.0,1304,3297,10788
30-39,2022-01-19,15286.0,9.0,1048,2627,10831
30-39,2022-01-20,14362.0,4.0,1204,2935,9231
30-39,2022-01-20,14362.0,4.0,981,2311,9504
30-39,2022-01-21,14008.0,6.0,979,2306,7882
30-39,2022-01-21,14008.0,6.0,725,1792,7823
30-39,2022-01-22,11332.0,6.0,264,547,3520
30-39,2022-01-22,11332.0,6.0,190,395,3256
40-49,2020-09-09,1203.0,19.0,1,0,0
40-49,2020-09-15,1020.0,21.0,1,0,0
40-49,2020-09-17,1244.0,23.0,1,0,0
40-49,2020-09-17,1244.0,23.0,1,0,0
40-49,2020-09-18,1212.0,23.0,1,0,0
40-49,2020-09-19,908.0,18.0,2,0,0
40-49,2020-09-22,1126.0,19.0,1,0,0
40-49,2020-09-23,1074.0,13.0,2,0,0
40-49,2020-09-24,1080.0,14.0,2,0,0
40-49,2020-09-25,1027.0,13.0,1,0,0
40-49,2020-09-26,868.0,18.0,1,0,0
40-49,2020-09-26,868.0,18.0,2,0,0
40-49,2020-09-29,470.0,14.0,1,0,0
40-49,2020-09-30,540.0,8.0,1,0,0
40-49,2020-10-01,475.0,16.0,1,0,0
40-49,2020-10-01,475.0,16.0,0,1,0
40-49,2020-10-02,640.0,17.0,1,0,0
40-49,2020-10-02,640.0,17.0,2,0,0
40-49,2020-10-03,443.0,7.0,3,0,0
40-49,2020-10-03,443.0,7.0,1,0,0
40-49,2020-10-06,516.0,15.0,2,1,0
40-49,2020-10-06,516.0,15.0,2,0,0
40-49,2020-10-07,521.0,18.0,2,0,0
40-49,2020-10-07,521.0,18.0,1,0,0
40-49,2020-10-08,534.0,11.0,0,1,0
40-49,2020-10-08,534.0,11.0,2,0,0
40-49,2020-10-09,567.0,9.0,4,2,0
40-49,2020-10-10,425.0,12.0,1,0,0
40-49,2020-10-10,425.0,12.0,1,0,0
40-49,2020-10-12,612.0,16.0,0,1,0
40-49,2020-10-12,612.0,16.0,1,0,0
40-49,2020-10-13,625.0,14.0,1,0,0
40-49,2020-10-13,625.0,14.0,2,1,0
40-49,2020-10-14,522.0,16.0,0,1,0
40-49,2020-10-14,522.0,16.0,1,0,0
40-49,2020-10-15,480.0,14.0,3,2,0
40-49,2020-10-15,480.0,14.0,1,2,0
40-49,2020-10-16,605.0,12.0,2,1,0
40-49,2020-10-16,605.0,12.0,2,1,0
40-49,2020-10-17,389.0,10.0,4,1,0
40-49,2020-10-17,389.0,10.0,3,2,0
40-49,2020-10-18,200.0,9.0,2,0,0
40-49,2020-10-19,444.0,9.0,2,0,0
40-49,2020-10-20,466.0,11.0,0,1,0
40-49,2020-10-20,466.0,11.0,2,0,0
40-49,2020-10-21,526.0,9.0,2,0,0
40-49,2020-10-21,526.0,9.0,1,1,0
40-49,2020-10-22,446.0,6.0,0,1,0
40-49,2020-10-23,466.0,5.0,3,0,0
40-49,2020-10-23,466.0,5.0,3,1,0
40-49,2020-10-24,375.0,7.0,2,3,0
40-49,2020-10-24,375.0,7.0,2,1,0
40-49,2020-10-26,377.0,5.0,1,0,0
40-49,2020-10-27,423.0,8.0,2,1,0
40-49,2020-10-27,423.0,8.0,1,2,0
40-49,2020-10-28,321.0,10.0,1,2,0
40-49,2020-10-28,321.0,10.0,0,1,0
40-49,2020-10-29,363.0,8.0,1,2,0
40-49,2020-10-30,401.0,11.0,0,1,0
40-49,2020-10-30,401.0,11.0,0,3,0
40-49,2020-10-31,323.0,6.0,2,1,0
40-49,2020-10-31,323.0,6.0,3,2,0
40-49,2020-11-02,351.0,4.0,1,0,0
40-49,2020-11-02,351.0,4.0,1,1,0
40-49,2020-11-03,374.0,7.0,0,1,0
40-49,2020-11-03,374.0,7.0,2,2,0
40-49,2020-11-04,379.0,13.0,1,0,0
40-49,2020-11-05,343.0,9.0,0,1,0
40-49,2020-11-05,343.0,9.0,0,1,0
40-49,2020-11-07,218.0,9.0,0,2,0
40-49,2020-11-07,218.0,9.0,0,1,0
40-49,2020-11-08,144.0,13.0,0,2,0
40-49,2020-11-09,324.0,4.0,2,0,0
40-49,2020-11-09,324.0,4.0,3,1,0
40-49,2020-11-10,326.0,12.0,2,0,0
40-49,2020-11-10,326.0,12.0,3,2,0
40-49,2020-11-11,274.0,3.0,1,0,0
40-49,2020-11-11,274.0,3.0,4,1,0
40-49,2020-11-12,290.0,3.0,2,0,0
40-49,2020-11-12,290.0,3.0,2,2,0
40-49,2020-11-13,356.0,11.0,1,6,0
40-49,2020-11-13,356.0,11.0,2,2,0
40-49,2020-11-14,240.0,5.0,1,2,0
40-49,2020-11-14,240.0,5.0,1,1,0
40-49,2020-11-16,250.0,4.0,1,1,0
40-49,2020-11-17,271.0,9.0,0,3,0
40-49,2020-11-17,271.0,9.0,0,1,0
40-49,2020-11-18,278.0,9.0,2,0,0
40-49,2020-11-19,328.0,9.0,1,0,0
40-49,2020-11-19,328.0,9.0,1,0,0
40-49,2020-11-20,284.0,9.0,1,0,0
40-49,2020-11-21,208.0,12.0,1,1,0
40-49,2020-11-21,208.0,12.0,1,3,0
40-49,2020-11-23,220.0,8.0,3,1,0
40-49,2020-11-23,220.0,8.0,1,0,0
40-49,2020-11-24,259.0,7.0,3,0,0
40-49,2020-11-24,259.0,7.0,3,4,0
40-49,2020-11-25,263.0,5.0,1,2,0
40-49,2020-11-25,263.0,5.0,3,0,0
40-49,2020-11-26,293.0,6.0,2,0,0
40-49,2020-11-26,293.0,6.0,2,1,0
40-49,2020-11-27,341.0,5.0,2,3,0
40-49,2020-11-28,192.0,7.0,1,0,0
40-49,2020-11-30,248.0,4.0,0,1,0
40-49,2020-11-30,248.0,4.0,0,2,0
40-49,2020-12-01,235.0,6.0,0,3,0
40-49,2020-12-01,235.0,6.0,0,3,0
40-49,2020-12-02,247.0,10.0,2,1,0
40-49,2020-12-02,247.0,10.0,1,2,0
40-49,2020-12-03,268.0,6.0,2,2,0
40-49,2020-12-03,268.0,6.0,0,2,0
40-49,2020-12-04,252.0,4.0,2,2,0
40-49,2020-12-04,252.0,4.0,2,2,0
40-49,2020-12-05,205.0,9.0,0,1,0
40-49,2020-12-05,205.0,9.0,0,4,0
40-49,2020-12-07,254.0,8.0,0,1,0
40-49,2020-12-09,269.0,12.0,1,3,0
40-49,2020-12-10,299.0,5.0,1,1,0
40-49,2020-12-10,299.0,5.0,0,1,0
40-49,2020-12-11,349.0,12.0,3,1,0
40-49,2020-12-11,349.0,12.0,2,0,0
40-49,2020-12-17,299.0,13.0,0,3,0
40-49,2020-12-17,299.0,13.0,1,2,0
40-49,2020-12-18,283.0,7.0,1,2,0
40-49,2020-12-18,283.0,7.0,1,2,0
40-49,2020-12-19,248.0,11.0,1,1,0
40-49,2020-12-19,248.0,11.0,2,2,0
40-49,2020-12-21,321.0,10.0,2,1,0
40-49,2020-12-21,321.0,10.0,0,1,0
40-49,2020-12-22,314.0,5.0,1,0,0
40-49,2020-12-23,285.0,11.0,0,3,0
40-49,2020-12-23,285.0,11.0,0,1,0
40-49,2020-12-24,222.0,12.0,0,1,0
40-49,2020-12-26,238.0,9.0,1,4,0
40-49,2020-12-26,238.0,9.0,0,3,0
40-49,2020-12-28,308.0,14.0,1,1,0
40-49,2020-12-28,308.0,14.0,1,1,0
40-49,2020-12-29,375.0,7.0,0,1,0
40-49,2020-12-29,375.0,7.0,0,1,0
40-49,2020-12-30,521.0,17.0,0,1,0
40-49,2021-01-04,312.0,11.0,0,1,0
40-49,2021-01-04,312.0,11.0,0,1,0
40-49,2021-01-05,492.0,11.0,0,2,0
40-49,2021-01-05,492.0,11.0,0,2,0
40-49,2021-01-06,570.0,15.0,0,1,0
40-49,2021-01-08,826.0,17.0,0,2,0
40-49,2021-01-08,826.0,17.0,0,1,0
40-49,2021-01-09,554.0,11.0,0,1,0
40-49,2021-01-09,554.0,11.0,0,2,0
40-49,2021-01-11,624.0,16.0,0,1,0
40-49,2021-01-13,925.0,27.0,1,1,0
40-49,2021-01-13,925.0,27.0,1,0,0
40-49,2021-01-15,970.0,17.0,2,1,0
40-49,2021-01-17,767.0,20.0,0,1,0
40-49,2021-01-18,1049.0,32.0,0,1,0
40-49,2021-01-20,939.0,16.0,0,1,0
40-49,2021-01-24,510.0,37.0,0,1,0
40-49,2021-01-25,1334.0,39.0,0,1,0
40-49,2021-01-26,1265.0,36.0,0,1,0
40-49,2021-01-28,1309.0,43.0,0,1,0
40-49,2021-02-01,1697.0,61.0,1,0,0
40-49,2021-02-03,1545.0,51.0,1,1,0
40-49,2021-02-05,1680.0,58.0,0,2,0
40-49,2021-02-09,1579.0,56.0,529,0,0
40-49,2021-02-09,1579.0,56.0,460,0,0
40-49,2021-02-10,1643.0,57.0,2436,1,0
40-49,2021-02-10,1643.0,57.0,2094,1,0
40-49,2021-02-11,1622.0,71.0,4906,0,0
40-49,2021-02-11,1622.0,71.0,4604,0,0
40-49,2021-02-12,1317.0,65.0,4511,0,0
40-49,2021-02-12,1317.0,65.0,3990,0,0
40-49,2021-02-13,1396.0,75.0,2521,0,0
40-49,2021-02-13,1396.0,75.0,2262,0,1
40-49,2021-02-14,535.0,54.0,705,0,0
40-49,2021-02-14,535.0,54.0,681,0,0
40-49,2021-02-15,1556.0,48.0,1443,0,0
40-49,2021-02-15,1556.0,48.0,1297,0,0
40-49,2021-02-16,1571.0,63.0,1006,0,0
40-49,2021-02-16,1571.0,63.0,839,0,0
40-49,2021-02-17,1661.0,69.0,459,0,0
40-49,2021-02-17,1661.0,69.0,394,0,0
40-49,2021-02-18,1491.0,64.0,829,1,0
40-49,2021-02-18,1491.0,64.0,779,0,0
40-49,2021-02-19,1323.0,66.0,3722,0,0
40-49,2021-02-19,1323.0,66.0,3456,0,0
40-49,2021-02-20,1217.0,55.0,3302,0,0
40-49,2021-02-20,1217.0,55.0,3065,0,0
40-49,2021-02-21,596.0,70.0,607,0,0
40-49,2021-02-21,596.0,70.0,567,0,0
40-49,2021-02-22,1526.0,71.0,3832,0,0
40-49,2021-02-22,1526.0,71.0,3751,0,0
40-49,2021-02-23,1398.0,58.0,3460,0,0
40-49,2021-02-23,1398.0,58.0,3063,2,0
40-49,2021-02-24,1547.0,62.0,2634,0,0
40-49,2021-02-24,1547.0,62.0,2497,0,0
40-49,2021-02-25,1573.0,59.0,1798,0,0
40-49,2021-02-25,1573.0,59.0,1691,1,0
40-49,2021-02-26,1586.0,44.0,1889,0,0
40-49,2021-02-26,1586.0,44.0,1614,0,0
40-49,2021-02-27,1087.0,68.0,825,0,0
40-49,2021-02-27,1087.0,68.0,712,0,0
40-49,2021-02-28,480.0,72.0,116,0,0
40-49,2021-02-28,480.0,72.0,75,0,0
40-49,2021-03-01,1446.0,63.0,1086,1,0
40-49,2021-03-01,1446.0,63.0,968,0,0
40-49,2021-03-02,1299.0,64.0,864,288,0
40-49,2021-03-02,1299.0,64.0,755,283,0
40-49,2021-03-03,1373.0,81.0,751,1717,0
40-49,2021-03-03,1373.0,81.0,650,1558,0
40-49,2021-03-04,1267.0,61.0,403,4201,0
40-49,2021-03-04,1267.0,61.0,364,3923,0
40-49,2021-03-05,1331.0,51.0,534,4631,0
40-49,2021-03-05,1331.0,51.0,486,4039,0
40-49,2021-03-06,1268.0,51.0,386,2196,0
40-49,2021-03-06,1268.0,51.0,344,2096,0
40-49,2021-03-07,508.0,54.0,22,327,0
40-49,2021-03-07,508.0,54.0,16,329,0
40-49,2021-03-08,1474.0,67.0,1802,1688,0
40-49,2021-03-08,1474.0,67.0,2238,1452,0
40-49,2021-03-09,1381.0,48.0,1558,975,1
40-49,2021-03-09,1381.0,48.0,1688,899,0
40-49,2021-03-10,1421.0,60.0,1000,689,0
40-49,2021-03-10,1421.0,60.0,1283,555,0
40-49,2021-03-11,1442.0,64.0,537,695,0
40-49,2021-03-11,1442.0,64.0,374,573,0
40-49,2021-03-12,1244.0,58.0,1226,2186,0
40-49,2021-03-12,1244.0,58.0,529,2033,0
40-49,2021-03-13,950.0,70.0,268,3639,0
40-49,2021-03-13,950.0,70.0,196,3441,0
40-49,2021-03-14,740.0,53.0,16,361,0
40-49,2021-03-14,740.0,53.0,10,332,0
40-49,2021-03-15,1860.0,67.0,1717,3622,0
40-49,2021-03-15,1860.0,67.0,1834,3643,0
40-49,2021-03-16,1446.0,60.0,1842,3130,0
40-49,2021-03-16,1446.0,60.0,1741,2873,0
40-49,2021-03-17,1469.0,63.0,818,2913,0
40-49,2021-03-17,1469.0,63.0,799,2747,0
40-49,2021-03-18,1462.0,75.0,503,2068,0
40-49,2021-03-18,1462.0,75.0,398,1860,0
40-49,2021-03-19,1668.0,64.0,444,1916,0
40-49,2021-03-19,1668.0,64.0,389,1654,0
40-49,2021-03-20,1347.0,63.0,207,706,0
40-49,2021-03-20,1347.0,63.0,188,704,0
40-49,2021-03-21,789.0,59.0,8,117,0
40-49,2021-03-21,789.0,59.0,13,69,0
40-49,2021-03-22,2253.0,71.0,309,928,0
40-49,2021-03-22,2253.0,71.0,263,857,0
40-49,2021-03-23,1840.0,64.0,549,1169,0
40-49,2021-03-23,1840.0,64.0,505,988,0
40-49,2021-03-24,1833.0,64.0,433,954,0
40-49,2021-03-24,1833.0,64.0,418,778,0
40-49,2021-03-25,1620.0,77.0,640,545,0
40-49,2021-03-25,1620.0,77.0,453,477,0
40-49,2021-03-26,1536.0,70.0,673,543,0
40-49,2021-03-26,1536.0,70.0,766,503,0
40-49,2021-03-27,1577.0,65.0,257,374,0
40-49,2021-03-27,1577.0,65.0,220,348,0
40-49,2021-03-28,666.0,71.0,14,29,0
40-49,2021-03-28,666.0,71.0,24,17,0
40-49,2021-03-29,1982.0,82.0,550,1320,0
40-49,2021-03-29,1982.0,82.0,444,1881,0
40-49,2021-03-30,1933.0,69.0,384,1845,0
40-49,2021-03-30,1933.0,69.0,357,1855,0
40-49,2021-03-31,2042.0,67.0,603,1523,0
40-49,2021-03-31,2042.0,67.0,550,1668,0
40-49,2021-04-01,1430.0,59.0,243,114,0
40-49,2021-04-01,1430.0,59.0,211,80,0
40-49,2021-04-02,1033.0,59.0,112,38,0
40-49,2021-04-02,1033.0,59.0,73,31,0
40-49,2021-04-03,1827.0,76.0,358,806,0
40-49,2021-04-03,1827.0,76.0,341,235,0
40-49,2021-04-04,1147.0,65.0,28,111,0
40-49,2021-04-04,1147.0,65.0,30,72,0
40-49,2021-04-05,2398.0,65.0,699,870,0
40-49,2021-04-05,2398.0,65.0,583,833,0
40-49,2021-04-06,1796.0,68.0,1423,1305,0
40-49,2021-04-06,1796.0,68.0,1346,1176,0
40-49,2021-04-07,1804.0,71.0,1562,609,0
40-49,2021-04-07,1804.0,71.0,1568,500,1
40-49,2021-04-08,2101.0,90.0,1818,1910,0
40-49,2021-04-08,2101.0,90.0,1476,1814,0
40-49,2021-04-09,1757.0,77.0,1809,1043,0
40-49,2021-04-09,1757.0,77.0,1422,1021,0
40-49,2021-04-10,1544.0,76.0,254,132,0
40-49,2021-04-10,1544.0,76.0,303,110,0
40-49,2021-04-11,525.0,64.0,1,7,0
40-49,2021-04-11,525.0,64.0,1,5,0
40-49,2021-04-12,1818.0,80.0,72,293,0
40-49,2021-04-12,1818.0,80.0,58,235,0
40-49,2021-04-13,1684.0,85.0,119,584,0
40-49,2021-04-13,1684.0,85.0,83,513,0
40-49,2021-04-14,1657.0,77.0,176,712,0
40-49,2021-04-14,1657.0,77.0,137,612,0
40-49,2021-04-15,1694.0,57.0,96,890,0
40-49,2021-04-15,1694.0,57.0,94,720,0
40-49,2021-04-16,1924.0,69.0,120,849,0
40-49,2021-04-16,1924.0,69.0,101,870,0
40-49,2021-04-17,1460.0,76.0,235,330,0
40-49,2021-04-17,1460.0,76.0,373,299,0
40-49,2021-04-18,548.0,75.0,46,10,0
40-49,2021-04-18,548.0,75.0,39,8,0
40-49,2021-04-19,1666.0,57.0,129,316,0
40-49,2021-04-19,1666.0,57.0,158,257,0
40-49,2021-04-20,1350.0,83.0,447,325,0
40-49,2021-04-20,1350.0,83.0,477,312,0
40-49,2021-04-21,1439.0,58.0,588,1031,0
40-49,2021-04-21,1439.0,58.0,640,853,0
40-49,2021-04-22,1662.0,74.0,478,278,0
40-49,2021-04-22,1662.0,74.0,486,245,0
40-49,2021-04-23,1611.0,87.0,706,226,0
40-49,2021-04-23,1611.0,87.0,477,184,0
40-49,2021-04-24,1388.0,71.0,316,315,0
40-49,2021-04-24,1388.0,71.0,277,311,0
40-49,2021-04-25,724.0,87.0,40,13,0
40-49,2021-04-25,724.0,87.0,29,9,0
40-49,2021-04-26,1612.0,46.0,96,584,0
40-49,2021-04-26,1612.0,46.0,68,455,0
40-49,2021-04-27,1421.0,63.0,127,1248,0
40-49,2021-04-27,1421.0,63.0,113,1262,0
40-49,2021-04-28,1282.0,69.0,224,1282,0
40-49,2021-04-28,1282.0,69.0,193,1339,0
40-49,2021-04-29,1395.0,63.0,222,1700,0
40-49,2021-04-29,1395.0,63.0,185,1323,0
40-49,2021-04-30,1323.0,61.0,208,2052,0
40-49,2021-04-30,1323.0,61.0,174,1712,0
40-49,2021-05-01,696.0,67.0,66,201,0
40-49,2021-05-01,696.0,67.0,53,171,0
40-49,2021-05-02,473.0,54.0,21,40,0
40-49,2021-05-02,473.0,54.0,13,33,0
40-49,2021-05-03,1193.0,72.0,61,451,0
40-49,2021-05-03,1193.0,72.0,57,361,0
40-49,2021-05-04,1280.0,62.0,31,105,0
40-49,2021-05-04,1280.0,62.0,17,81,0
40-49,2021-05-05,1290.0,54.0,65,273,0
40-49,2021-05-05,1290.0,54.0,82,315,0
40-49,2021-05-06,1217.0,62.0,123,134,0
40-49,2021-05-06,1217.0,62.0,92,118,0
40-49,2021-05-07,1246.0,65.0,66,152,0
40-49,2021-05-07,1246.0,65.0,51,118,0
40-49,2021-05-08,882.0,68.0,34,22,0
40-49,2021-05-08,882.0,68.0,36,17,0
40-49,2021-05-09,332.0,56.0,6,3,0
40-49,2021-05-09,332.0,56.0,4,2,0
40-49,2021-05-10,1423.0,55.0,80,60,0
40-49,2021-05-10,1423.0,55.0,55,56,0
40-49,2021-05-11,1185.0,67.0,222,286,0
40-49,2021-05-11,1185.0,67.0,231,198,0
40-49,2021-05-12,1056.0,57.0,214,675,0
40-49,2021-05-12,1056.0,57.0,203,1153,0
40-49,2021-05-13,1136.0,57.0,185,617,0
40-49,2021-05-13,1136.0,57.0,133,369,0
40-49,2021-05-14,1064.0,51.0,288,487,0
40-49,2021-05-14,1064.0,51.0,249,430,0
40-49,2021-05-15,957.0,53.0,177,105,0
40-49,2021-05-15,957.0,53.0,175,117,0
40-49,2021-05-16,402.0,48.0,126,3,0
40-49,2021-05-16,402.0,48.0,144,7,0
40-49,2021-05-17,1137.0,46.0,118,250,0
40-49,2021-05-17,1137.0,46.0,117,167,0
40-49,2021-05-18,1119.0,52.0,157,273,0
40-49,2021-05-18,1119.0,52.0,189,246,0
40-49,2021-05-19,998.0,45.0,234,342,0
40-49,2021-05-19,998.0,45.0,283,274,0
40-49,2021-05-20,938.0,37.0,111,280,0
40-49,2021-05-20,938.0,37.0,76,223,0
40-49,2021-05-21,948.0,38.0,441,175,0
40-49,2021-05-21,948.0,38.0,456,164,0
40-49,2021-05-22,731.0,39.0,831,62,0
40-49,2021-05-22,731.0,39.0,804,50,0
40-49,2021-05-23,275.0,43.0,414,51,0
40-49,2021-05-23,275.0,43.0,466,29,0
40-49,2021-05-24,1039.0,34.0,618,69,0
40-49,2021-05-24,1039.0,34.0,691,40,0
40-49,2021-05-25,936.0,43.0,619,141,0
40-49,2021-05-25,936.0,43.0,677,80,0
40-49,2021-05-26,833.0,34.0,666,168,0
40-49,2021-05-26,833.0,34.0,725,186,0
40-49,2021-05-27,722.0,29.0,300,329,0
40-49,2021-05-27,722.0,29.0,312,248,0
40-49,2021-05-28,808.0,29.0,1023,119,0
40-49,2021-05-28,808.0,29.0,1083,95,0
40-49,2021-05-29,737.0,50.0,700,112,0
40-49,2021-05-29,737.0,50.0,718,91,0
40-49,2021-05-30,250.0,33.0,580,18,0
40-49,2021-05-30,250.0,33.0,631,14,0
40-49,2021-05-31,871.0,33.0,661,133,0
40-49,2021-05-31,871.0,33.0,669,72,0
40-49,2021-06-01,816.0,36.0,587,210,0
40-49,2021-06-01,816.0,36.0,587,145,0
40-49,2021-06-02,801.0,39.0,657,175,1
40-49,2021-06-02,801.0,39.0,648,175,0
40-49,2021-06-03,747.0,24.0,305,114,0
40-49,2021-06-03,747.0,24.0,315,86,0
40-49,2021-06-04,817.0,32.0,283,152,0
40-49,2021-06-04,817.0,32.0,287,96,0
40-49,2021-06-05,593.0,30.0,152,92,0
40-49,2021-06-05,593.0,30.0,216,93,0
40-49,2021-06-06,158.0,35.0,7,6,0
40-49,2021-06-06,158.0,35.0,44,3,0
40-49,2021-06-07,768.0,28.0,138,96,0
40-49,2021-06-07,768.0,28.0,147,88,0
40-49,2021-06-08,627.0,22.0,591,213,0
40-49,2021-06-08,627.0,22.0,523,222,0
40-49,2021-06-09,650.0,26.0,518,171,0
40-49,2021-06-09,650.0,26.0,491,183,0
40-49,2021-06-10,556.0,29.0,604,134,0
40-49,2021-06-10,556.0,29.0,1041,98,0
40-49,2021-06-11,639.0,31.0,441,356,0
40-49,2021-06-11,639.0,31.0,844,411,0
40-49,2021-06-12,597.0,25.0,400,809,0
40-49,2021-06-12,597.0,25.0,464,819,0
40-49,2021-06-13,152.0,21.0,187,399,0
40-49,2021-06-13,152.0,21.0,186,452,0
40-49,2021-06-14,865.0,27.0,637,558,0
40-49,2021-06-14,865.0,27.0,660,594,0
40-49,2021-06-15,1460.0,25.0,2367,649,0
40-49,2021-06-15,1460.0,25.0,1873,683,0
40-49,2021-06-16,749.0,21.0,835,618,0
40-49,2021-06-16,749.0,21.0,648,686,0
40-49,2021-06-17,635.0,23.0,1056,362,0
40-49,2021-06-17,635.0,23.0,943,351,0
40-49,2021-06-18,724.0,34.0,837,983,0
40-49,2021-06-18,724.0,34.0,777,1049,1
40-49,2021-06-19,545.0,26.0,780,704,0
40-49,2021-06-19,545.0,26.0,673,713,0
40-49,2021-06-20,167.0,27.0,312,342,0
40-49,2021-06-20,167.0,27.0,350,332,0
40-49,2021-06-21,833.0,21.0,963,755,0
40-49,2021-06-21,833.0,21.0,1511,743,0
40-49,2021-06-22,779.0,24.0,1188,680,0
40-49,2021-06-22,779.0,24.0,1773,745,0
40-49,2021-06-23,575.0,22.0,1176,735,0
40-49,2021-06-23,575.0,22.0,1533,715,0
40-49,2021-06-24,611.0,26.0,1364,336,0
40-49,2021-06-24,611.0,26.0,1538,341,0
40-49,2021-06-25,653.0,30.0,1470,352,0
40-49,2021-06-25,653.0,30.0,1624,364,0
40-49,2021-06-26,497.0,28.0,907,218,0
40-49,2021-06-26,497.0,28.0,1244,233,0
40-49,2021-06-27,205.0,18.0,266,24,0
40-49,2021-06-27,205.0,18.0,223,22,0
